topicID,lang,name,typeID,layer,description,version,url
PET1,en,Petrophysics,1,2,Study of physical properties of rocks.,1,https://en.wikipedia.org/wiki/Petrophysics
PTN1,en,Photonics,1,2,Study of generation and manipulation of photons.,1,https://en.wikipedia.org/wiki/Photonics
PYP3,en,Polymer physics,1,2,Study of physical properties of polymers.,1,https://en.wikipedia.org/wiki/Polymer_physics
PLP1,en,Plasma physics,1,2,Study of ionized gases and plasma behavior.,1,https://en.wikipedia.org/wiki/Plasma_physics
QUP1,en,Quantum physics,1,2,Study of physical phenomena at quantum scales.,1,https://en.wikipedia.org/wiki/Quantum_physics
RAD1,en,Radiophysics,1,2,Study of radio waves and electromagnetic radiation.,1,https://en.wikipedia.org/wiki/Radiophysics
REL2,en,Relativity,1,2,Study of spacetime and relativistic effects.,1,https://en.wikipedia.org/wiki/Theory_of_relativity
SSP1,en,Solid state physics,1,2,Study of solid materials and their properties.,1,https://en.wikipedia.org/wiki/Solid_state_physics
TOP1,en,Theoretical physics,1,2,Study of physics using theoretical models and mathematics.,1,https://en.wikipedia.org/wiki/Theoretical_physics
TRP1,en,Thermal physics,1,2,Study of heat temperature and energy transfer.,1,https://en.wikipedia.org/wiki/Thermal_physics
SCP1,en,Social physics,1,2,Study of social systems using physics-inspired models.,1,https://en.wikipedia.org/wiki/Social_physics
SOP1,en,Soil physics,1,2,Study of physical properties and processes in soils.,1,https://en.wikipedia.org/wiki/Soil_physics
SPI1,en,Spintronics,1,2,Study of spin-based electronic phenomena.,1,https://en.wikipedia.org/wiki/Spintronics
STA2,en,Statics,1,2,Study of forces in systems at rest.,1,https://en.wikipedia.org/wiki/Statics
STP1,en,Statistical physics,1,2,Study of statistical methods in physics.,1,https://en.wikipedia.org/wiki/Statistical_physics
SUP1,en,Surface physics,1,2,Study of physical properties of surfaces and interfaces.,1,https://en.wikipedia.org/wiki/Surface_physics
FLA1,en,Flavor (taste),1,2,Study of flavor perception and physical chemistry of taste.,1,https://en.wikipedia.org/wiki/Flavour_(taste)
HGE1,en,Hydrogenation,1,2,Study of hydrogenation processes and reactions.,1,https://en.wikipedia.org/wiki/Hydrogenation
NNT1,en,Nanotechnology,1,2,Study of manipulating matter at nanoscale.,1,https://en.wikipedia.org/wiki/Nanotechnology
OEN1,en,Oenology,1,2,Study of wine and winemaking science.,1,https://en.wikipedia.org/wiki/Oenology
CRL1,en,Chronology,1,2,Study of time measurement and dating systems.,1,https://en.wikipedia.org/wiki/Chronology
GEM1,en,Gemology,1,2,Study of gemstones and their physical properties.,1,https://en.wikipedia.org/wiki/Gemology
CHP1,en,Chemical physics,1,2,Study of chemistry using physical principles.,1,https://en.wikipedia.org/wiki/Chemical_physics
PSC1,en,Physical chemistry,1,2,Study of physical principles in chemical systems.,1,https://en.wikipedia.org/wiki/Physical_chemistry
AGC1,en,Agrochemistry,1,2,Study of chemical processes in agriculture.,1,https://en.wikipedia.org/wiki/Agrochemistry
ANC1,en,Analytical chemistry,1,2,Study of chemical analysis and measurement.,1,https://en.wikipedia.org/wiki/Analytical_chemistry
ATC1,en,Atmospheric chemistry,1,2,Study of chemical processes in the atmosphere.,1,https://en.wikipedia.org/wiki/Atmospheric_chemistry
CAT1,en,Catalysts,1,2,Study of catalysts and catalytic mechanisms.,1,https://en.wikipedia.org/wiki/Catalysts
CHB1,en,Chemical biology,1,2,Study of chemical approaches to biology.,1,https://en.wikipedia.org/wiki/Chemical_biology
CHE2,en,Chemical engineering,1,2,Study of engineering processes based on chemistry.,1,https://en.wikipedia.org/wiki/Chemical_engineering
CHE3,en,Cheminformatics,1,2,Study of chemical data using computational methods.,1,https://en.wikipedia.org/wiki/Cheminformatics
CPC2,en,Computational chemistry,1,2,Study of chemistry using computational models.,1,https://en.wikipedia.org/wiki/Computational_chemistry
ELC1,en,Electrochemistry,1,2,Study of chemical processes involving electricity.,1,https://en.wikipedia.org/wiki/Electrochemistry
EVC1,en,Environmental chemistry,1,2,Study of chemical processes in the environment.,1,https://en.wikipedia.org/wiki/Environmental_chemistry
FEM1,en,Femtochemistry,1,2,Study of chemical reactions on femtosecond timescales.,1,https://en.wikipedia.org/wiki/Femtochemistry
FLC1,en,Flow chemistry,1,2,Study of chemical reactions in continuous flow.,1,https://en.wikipedia.org/wiki/Flow_chemistry
FOC1,en,Forensic chemistry,1,2,Study of chemistry applied to forensic investigations.,1,https://en.wikipedia.org/wiki/Forensic_chemistry
GOC1,en,Geochemistry,1,2,Study of chemical composition of Earth materials.,1,https://en.wikipedia.org/wiki/Geochemistry
GRC1,en,Green chemistry,1,2,Study of environmentally friendly chemical processes.,1,https://en.wikipedia.org/wiki/Green_chemistry
HSC1,en,Histochemistry,1,2,Study of chemical composition of tissues.,1,https://en.wikipedia.org/wiki/Histochemistry
IMC1,en,Immunochemistry,1,2,Study of chemical aspects of immune processes.,1,https://en.wikipedia.org/wiki/Immunochemistry
INC1,en,Inorganic chemistry,1,2,Study of inorganic compounds and materials.,1,https://en.wikipedia.org/wiki/Inorganic_chemistry
MRC1,en,Marine chemistry,1,2,Study of chemical processes in oceans.,1,https://en.wikipedia.org/wiki/Marine_chemistry
MAC1,en,Mathematical chemistry,1,2,Study of chemistry using mathematical methods.,1,https://en.wikipedia.org/wiki/Mathematical_chemistry
MCN2,en,Mechanochemistry,1,2,Study of chemical reactions driven by mechanical force.,1,https://en.wikipedia.org/wiki/Mechanochemistry
MEC1,en,Medicinal chemistry,1,2,Study of chemical design of pharmaceuticals.,1,https://en.wikipedia.org/wiki/Medicinal_chemistry
NPC1,en,Natural product chemistry,1,2,Study of chemical compounds from natural sources.,1,https://en.wikipedia.org/wiki/Natural_product_chemistry
NRC1,en,Neurochemistry,1,2,Study of chemical processes in the nervous system.,1,https://en.wikipedia.org/wiki/Neurochemistry
NUC1,en,Nuclear chemistry,1,2,Study of chemical aspects of nuclear processes.,1,https://en.wikipedia.org/wiki/Nuclear_chemistry
OGC1,en,Organic chemistry,1,2,Study of carbon-based compounds and reactions.,1,https://en.wikipedia.org/wiki/Organic_chemistry
OGC2,en,Organometallic chemistry,1,2,Study of compounds with metal-carbon bonds.,1,https://en.wikipedia.org/wiki/Organometallic_chemistry
PET2,en,Petrochemistry,1,2,Study of chemical processes related to petroleum.,1,https://en.wikipedia.org/wiki/Petrochemistry
PCL1,en,Pharmacology,1,2,Study of drug actions and interactions in organisms.,1,https://en.wikipedia.org/wiki/Pharmacology
PTC1,en,Photochemistry,1,2,Study of chemical reactions induced by light.,1,https://en.wikipedia.org/wiki/Photochemistry
POC1,en,Physical organic chemistry,1,2,Study of physical principles in organic reactions.,1,https://en.wikipedia.org/wiki/Physical_organic_chemistry
PYT1,en,Phytochemistry,1,2,Study of chemicals in plants.,1,https://en.wikipedia.org/wiki/Phytochemistry
PYC1,en,Polymer chemistry,1,2,Study of synthesis and properties of polymers.,1,https://en.wikipedia.org/wiki/Polymer_chemistry
QUC2,en,Quantum chemistry,1,2,Study of chemical systems using quantum mechanics.,1,https://en.wikipedia.org/wiki/Quantum_chemistry
RAD2,en,Radiochemistry,1,2,Study of radioactive substances and reactions.,1,https://en.wikipedia.org/wiki/Radiochemistry
SOC1,en,Soil chemistry,1,2,Study of chemical processes in soils.,1,https://en.wikipedia.org/wiki/Soil_chemistry
SSC1,en,Solid-state chemistry,1,2,Study of chemistry of solid materials.,1,https://en.wikipedia.org/wiki/Solid-state_chemistry
SON1,en,Sonochemistry,1,2,Study of chemical effects of ultrasound.,1,https://en.wikipedia.org/wiki/Sonochemistry
SUC1,en,Supramolecular chemistry,1,2,Study of chemical systems formed by noncovalent interactions.,1,https://en.wikipedia.org/wiki/Supramolecular_chemistry
SUC2,en,Surface chemistry,1,2,Study of chemical processes at surfaces and interfaces.,1,https://en.wikipedia.org/wiki/Surface_chemistry
SYC1,en,Synthetic chemistry,1,2,Study of methods for synthesizing chemical compounds.,1,https://en.wikipedia.org/wiki/Synthetic_chemistry
SYC2,en,Systems chemistry,1,2,Study of complex chemical networks and systems.,1,https://en.wikipedia.org/wiki/Systems_chemistry
TOC2,en,Theoretical chemistry,1,2,Study of chemical theory and computational models.,1,https://en.wikipedia.org/wiki/Theoretical_chemistry
TEC3,en,Thermochemistry,1,2,Study of heat changes in chemical reactions.,1,https://en.wikipedia.org/wiki/Thermochemistry
MOB1,en,Molecular biology,1,2,Study of biological processes at the molecular level.,1,https://en.wikipedia.org/wiki/Molecular_biology
ECO1,en,Ecology,1,2,Study of interactions between organisms and environments.,1,https://en.wikipedia.org/wiki/Ecology
AEB1,en,Aerobiology,1,2,Study of airborne biological particles and processes.,1,https://en.wikipedia.org/wiki/Aerobiology
ANA2,en,Anatomy,1,2,Study of structure of organisms.,1,https://en.wikipedia.org/wiki/Anatomy
BOC1,en,Biochemistry,1,2,Study of chemical processes in living organisms.,1,https://en.wikipedia.org/wiki/Biochemistry
BOI1,en,Bioinformatics,1,2,Study of biological data using computation.,1,https://en.wikipedia.org/wiki/Bioinformatics
BOT1,en,Biotechnology,1,2,Study of technological applications of biology.,1,https://en.wikipedia.org/wiki/Biotechnology
BOT2,en,Botany,1,2,Study of plants and plant biology.,1,https://en.wikipedia.org/wiki/Botany
CEB1,en,Cell biology,1,2,Study of cells and their structure and function.,1,https://en.wikipedia.org/wiki/Cell_biology
CRB1,en,Chronobiology,1,2,Study of biological rhythms and timing.,1,https://en.wikipedia.org/wiki/Chronobiology
CGB1,en,Cognitive biology,1,2,Study of biological bases of cognition.,1,https://en.wikipedia.org/wiki/Cognitive_biology
CPB1,en,Computational biology,1,2,Study of biological systems using computational models.,1,https://en.wikipedia.org/wiki/Computational_biology
CVB1,en,Conservation biology,1,2,Study of biodiversity conservation and protection.,1,https://en.wikipedia.org/wiki/Conservation_biology
CRY3,en,Cryobiology,1,2,Study of low temperature effects on living systems.,1,https://en.wikipedia.org/wiki/Cryobiology
DEB1,en,Developmental biology,1,2,Study of growth and development of organisms.,1,https://en.wikipedia.org/wiki/Developmental_biology
END1,en,Endocrinology,1,2,Study of hormones and endocrine systems.,1,https://en.wikipedia.org/wiki/Endocrinology
EPI2,en,Epigenetics,1,2,Study of heritable changes in gene expression.,1,https://en.wikipedia.org/wiki/Epigenetics
ETB1,en,Ethnobiology,1,2,Study of human interactions with living organisms.,1,https://en.wikipedia.org/wiki/Ethnobiology
EVB1,en,Evolutionary biology,1,2,Study of evolutionary processes in living organisms.,1,https://en.wikipedia.org/wiki/Evolutionary_biology
EVO1,en,Evolution,1,2,Study of evolutionary change and adaptation.,1,https://en.wikipedia.org/wiki/Evolution
FOB1,en,Forensic biology,1,2,Study of biology applied to forensic investigations.,1,https://en.wikipedia.org/wiki/Forensic_biology
GEN1,en,Genetics,1,2,Study of genes heredity and variation.,1,https://en.wikipedia.org/wiki/Genetics
GOB1,en,Geobiology,1,2,Study of interactions between Earth systems and life.,1,https://en.wikipedia.org/wiki/Geobiology
HSL1,en,Histology,1,2,Study of tissues and microscopic anatomy.,1,https://en.wikipedia.org/wiki/Histology
HUB1,en,Human biology,1,2,Study of human biology and physiology.,1,https://en.wikipedia.org/wiki/Human_biology
IML1,en,Immunology,1,2,Study of immune systems and responses.,1,https://en.wikipedia.org/wiki/Immunology
LML1,en,Limnology,1,2,Study of inland waters and freshwater ecosystems.,1,https://en.wikipedia.org/wiki/Limnology
LTA1,en,Linnaean taxonomy,1,2,Study of Linnaean classification of organisms.,1,https://en.wikipedia.org/wiki/Linnaean_taxonomy
MRB1,en,Marine biology,1,2,Study of marine organisms and ecosystems.,1,https://en.wikipedia.org/wiki/Marine_biology
MAB1,en,Mathematical biology,1,2,Study of biological systems using mathematics.,1,https://en.wikipedia.org/wiki/Mathematical_biology
MBI1,en,Microbiology,1,2,Study of microorganisms and microbial processes.,1,https://en.wikipedia.org/wiki/Microbiology
MYC1,en,Mycology,1,2,Study of fungi and fungal biology.,1,https://en.wikipedia.org/wiki/Mycology
NRS1,en,Neuroscience,1,2,Study of the nervous system and brain.,1,https://en.wikipedia.org/wiki/Neuroscience
PBI1,en,Paleobiology,1,2,Study of ancient life and fossils.,1,https://en.wikipedia.org/wiki/Paleobiology
PSI1,en,Parasitology,1,2,Study of parasites and host interactions.,1,https://en.wikipedia.org/wiki/Parasitology
PAT1,en,Pathology,1,2,Study of disease processes and tissue changes.,1,https://en.wikipedia.org/wiki/Pathology
PYS2,en,Physiology,1,2,Study of functions of living organisms.,1,https://en.wikipedia.org/wiki/Physiology
STB1,en,Structural Biology,1,2,Study of molecular structures of biological macromolecules.,1,https://en.wikipedia.org/wiki/Structural_Biology
SYS1,en,Systematics (Taxonomy),1,2,Study of classification and relationships among organisms.,1,https://en.wikipedia.org/wiki/Systematics
POB1,en,Population biology,1,2,Study of population dynamics in biological systems.,1,https://en.wikipedia.org/wiki/Population_biology
QUB1,en,Quantum biology,1,2,Study of quantum effects in biological systems.,1,https://en.wikipedia.org/wiki/Quantum_biology
SCB1,en,Sociobiology,1,2,Study of social behavior in biological context.,1,https://en.wikipedia.org/wiki/Sociobiology
TOB1,en,Theoretical biology,1,2,Study of biological systems using theoretical models.,1,https://en.wikipedia.org/wiki/Theoretical_biology
TOX1,en,Toxicology,1,2,Study of toxic substances and their effects.,1,https://en.wikipedia.org/wiki/Toxicology
VIR1,en,Virology,1,2,Study of viruses and viral diseases.,1,https://en.wikipedia.org/wiki/Virology
XEN1,en,Xenobiology,1,2,Study of artificial or nonstandard biological systems.,1,https://en.wikipedia.org/wiki/Xenobiology
ZLO1,en,Zoology,1,2,Study of animals and animal biology.,1,https://en.wikipedia.org/wiki/Zoology
ACU1,en,Agriculture,1,2,Study of cultivation of crops and livestock.,1,https://en.wikipedia.org/wiki/Agriculture
HPP1,en,Human physical performance and recreation,1,2,Study of human movement performance and recreation.,1,https://en.wikipedia.org/wiki/Human_reliability
MAH1,en,Medicine and health,1,2,Study of medicine healthcare and human health.,1,https://en.wikipedia.org/wiki/Medicine
EDA1,en,Edaphology,1,2,Study of soils and their properties.,1,https://en.wikipedia.org/wiki/Edaphology
EVC2,en,Environmental science,1,2,Study of the environment and human impacts.,1,https://en.wikipedia.org/wiki/Environmental_science
GOD1,en,Geodesy,1,2,Study of Earth's shape gravity and measurements.,1,https://en.wikipedia.org/wiki/Geodesy
PSG2,en,Physical geography,1,2,Study of Earth's physical features and processes.,1,https://en.wikipedia.org/wiki/Physical_geography
PNT1,en,Paleontology,1,2,Study of fossils and ancient life.,1,https://en.wikipedia.org/wiki/Paleontology
FGL1,en,Forensic geology,1,2,Study of geology applied to forensic investigations.,1,https://en.wikipedia.org/wiki/Forensic_geology
SEI1,en,Seismology,1,2,Study of earthquakes and seismic waves.,1,https://en.wikipedia.org/wiki/Seismology
ESF1,en,Environmental studies and forestry,1,2,Study of environmental studies and forestry management.,1,https://en.wikipedia.org/wiki/Environmental_studies
CCO1,en,Choral conducting,1,3,Study of directing choirs.,1,https://en.wikipedia.org/wiki/Choir
OCO1,en,Orchestral conducting,1,3,Study of directing orchestras.,1,https://en.wikipedia.org/wiki/Orchestra
WEC1,en,Wind ensemble conducting,1,3,Study of directing wind ensembles and bands.,1,https://en.wikipedia.org/wiki/Concert_band
HMI1,en,Historical musicology,1,3,Study of music in historical context.,1,https://en.wikipedia.org/wiki/Music_history
SMI1,en,Systematic musicology,1,3,Study of music using scientific and analytic methods.,1,https://en.wikipedia.org/wiki/Systematic_musicology
ETM1,en,Ethnomusicology,1,3,Study of music in cultural and social context.,1,https://en.wikipedia.org/wiki/Ethnomusicology
OHK1,en,Organ and historical keyboards,1,3,Study of keyboard instruments and their history.,1,https://en.wikipedia.org/wiki/Organ_(music)
PIA1,en,Piano,1,3,Study of the piano as an instrument and performance practice.,1,https://en.wikipedia.org/wiki/Piano
SHO1,en,"Strings, harp, oud, and guitar",1,3,Study of plucked and bowed string instruments.,1,https://en.wikipedia.org/wiki/String_instrument
SIN1,en,Singing,1,3,Study of the voice as a musical instrument.,1,https://en.wikipedia.org/wiki/Singing
WBP1,en,"Woodwinds, brass, and percussion",1,3,Study of wind and percussion instruments.,1,https://en.wikipedia.org/wiki/Woodwind_instrument
CHO1,en,Choreography,1,3,Study of designing dance movement and structure.,1,https://en.wikipedia.org/wiki/Choreography
DNO1,en,Dance notation,1,3,Study of systems for recording and documenting dance.,1,https://en.wikipedia.org/wiki/Dance_notation
ETC1,en,Ethnochoreology,1,3,Study of dance in cultural and social context.,1,https://en.wikipedia.org/wiki/Ethnochoreology
HOD1,en,History of dance,1,3,Study of the historical development of dance.,1,https://en.wikipedia.org/wiki/History_of_dance
TLS1,en,Television studies,1,3,Study of television content history and impact.,1,https://en.wikipedia.org/wiki/Television_studies
ACT1,en,Acting,1,3,Study of performance techniques and character portrayal.,1,https://en.wikipedia.org/wiki/Acting
DIR1,en,Directing,1,3,Study of guiding theatrical production and interpretation.,1,https://en.wikipedia.org/wiki/Theatre_director
DRA1,en,Dramaturgy,1,3,Study of dramatic structure theory and play analysis.,1,https://en.wikipedia.org/wiki/Dramaturgy
HOT1,en,History of theatre,1,3,Study of the development of theatrical forms and practices.,1,https://en.wikipedia.org/wiki/History_of_theater
MTA1,en,Musical theatre,1,3,Study of staged works that combine drama music and song.,1,https://en.wikipedia.org/wiki/Musical_theatre
PLA2,en,Playwrighting,1,3,Study of writing plays and dramatic scripts.,1,https://en.wikipedia.org/wiki/Playwrighting
PUP1,en,Puppetry,1,3,Study of performance using puppets and object manipulation.,1,https://en.wikipedia.org/wiki/Puppetry
SCE1,en,Scenography,1,3,Study of visual and spatial design for stage productions.,1,https://en.wikipedia.org/wiki/Scenography
STD1,en,Stage design,1,3,Study of designing sets scenery and stage spaces.,1,https://en.wikipedia.org/wiki/Scenic_design
VEN1,en,Ventriloquism,1,3,Study of performance using vocal illusion and puppets.,1,https://en.wikipedia.org/wiki/Ventriloquism
FCR1,en,Film criticism,1,3,Study of and evaluates films and their cultural impact.,1,https://en.wikipedia.org/wiki/Film_criticism
FIL2,en,Filmmaking,1,3,Study of production of films from development to postproduction.,1,https://en.wikipedia.org/wiki/Filmmaking
FIT1,en,Film theory,1,3,Study of principles and frameworks for understanding film.,1,https://en.wikipedia.org/wiki/Film_theory
FIS1,en,Film studies,1,3,Study of film history aesthetics and interpretation.,1,https://en.wikipedia.org/wiki/Film_studies
LAC1,en,Live action,1,3,Study of filmmaking with real actors and physical environments.,1,https://en.wikipedia.org/wiki/Live_action
PSP1,en,Public speaking,1,3,Study of preparation and delivery of speeches.,1,https://en.wikipedia.org/wiki/Public_speaking
PPO1,en,Performance poetry,1,3,Study of poetry written for spoken performance.,1,https://en.wikipedia.org/wiki/Performance_poetry
SWO1,en,Spoken word,1,3,Study of expressive spoken poetry and oral performance.,1,https://en.wikipedia.org/wiki/Spoken_word
STR1,en,Storytelling,1,3,Study of narrative techniques for oral and performative contexts.,1,https://en.wikipedia.org/wiki/Storytelling
AGA1,en,Arcade game,1,3,Study of coin operated electronic games and their design.,1,https://en.wikipedia.org/wiki/Arcade_game
AGA2,en,Audio game,1,3,Study of games designed primarily around sound.,1,https://en.wikipedia.org/wiki/Audio_game
VGA1,en,video games,1,3,Study of interactive digital games and their cultures.,1,https://en.wikipedia.org/wiki/Video_game
IAR1,en,Interior architecture,1,3,Study of design of interior spaces and systems.,1,https://en.wikipedia.org/wiki/Interior_architecture
LAR1,en,Landscape architecture,1,3,Study of design of outdoor environments.,1,https://en.wikipedia.org/wiki/Landscape_architecture
AAN1,en,Architectural analytics,1,3,Study of performance and analysis of building systems.,1,https://en.wikipedia.org/wiki/Architectural_analytics
HPR1,en,Historic preservation,1,3,Study of conserving historic buildings and sites.,1,https://en.wikipedia.org/wiki/Historic_preservation
ITD1,en,Interior design (interior architecture),1,3,Interior design focuses on functional and aesthetic design of interiors.,1,https://en.wikipedia.org/wiki/Interior_design
TDR1,en,Technical drawing,1,3,Study of precise graphical representation for design.,1,https://en.wikipedia.org/wiki/Technical_drawing
GAR1,en,Graphic arts,1,3,Study of visual communication through graphic media.,1,https://en.wikipedia.org/wiki/Graphic_arts
SCU1,en,Sculpture,1,3,Study of creating three dimensional artworks.,1,https://en.wikipedia.org/wiki/Sculpture
ATA1,en,Acquired taste,1,3,Study of how preferences for flavors develop with experience.,1,https://en.wikipedia.org/wiki/Acquired_taste
AFT1,en,Aftertaste,1,3,Study of lingering flavor sensations after eating or drinking.,1,https://en.wikipedia.org/wiki/Aftertaste
APP3,en,Appetite,1,3,Study of desire for food and its influences.,1,https://en.wikipedia.org/wiki/Appetite
AFO1,en,Artisanal food,1,3,Study of craft based production of foods.,1,https://en.wikipedia.org/wiki/Artisanal_food
COO1,en,Cooking,1,3,Study of methods of preparing food with heat and technique.,1,https://en.wikipedia.org/wiki/Cooking
CUI1,en,Cuisine,1,3,Study of regional and cultural food traditions.,1,https://en.wikipedia.org/wiki/Cuisine
CTO1,en,Culinary tourism,1,3,Study of travel motivated by food and dining experiences.,1,https://en.wikipedia.org/wiki/Culinary_tourism
DEL1,en,Delicacy,1,3,Study of foods considered rare or highly valued in cuisines.,1,https://en.wikipedia.org/wiki/Delicacy
DIE1,en,Diet,1,3,Study of patterns of food intake and nutrition.,1,https://en.wikipedia.org/wiki/Diet_(nutrition)
FLA2,en,Flavor,1,3,"Study of flavor as a sensory attribute of food, including taste, aroma, and perception.",1,https://en.wikipedia.org/wiki/Flavor_(taste)
FCH1,en,Food choice,1,3,Study of how people select foods and meals.,1,https://en.wikipedia.org/wiki/Food_choice
FPA1,en,Food pairing,1,3,Study of combining ingredients based on flavor and texture.,1,https://en.wikipedia.org/wiki/Food_pairing
FPT1,en,Food photography,1,3,Study of photographing food for visual communication.,1,https://en.wikipedia.org/wiki/Food_photography
FPR1,en,Food preparation,1,3,Study of methods for preparing ingredients and dishes.,1,https://en.wikipedia.org/wiki/Outline_of_food_preparation
FPR2,en,Food presentation,1,3,Study of plating and visual presentation of food.,1,https://en.wikipedia.org/wiki/Food_presentation
FSA1,en,Food safety,1,3,Study of practices that prevent foodborne illness.,1,https://en.wikipedia.org/wiki/Food_safety
FSE1,en,Food security,1,3,Study of reliable access to sufficient food for populations.,1,https://en.wikipedia.org/wiki/Food_security
FOS1,en,Food studies,1,3,Study of food systems culture and society.,1,https://en.wikipedia.org/wiki/Food_studies
GAS1,en,Gastronomy,1,3,Study of cuisine and the art of good eating.,1,https://en.wikipedia.org/wiki/Gastronomy
GOU1,en,Gourmet,1,3,Study of high quality cuisine and refined taste.,1,https://en.wikipedia.org/wiki/Gourmet
PAL1,en,Palatability,1,3,Study of factors that make food appealing to eat.,1,https://en.wikipedia.org/wiki/Palatability
SFO1,en,Specialty foods,1,3,Study of niche and distinctive food products.,1,https://en.wikipedia.org/wiki/Specialty_foods
TFO1,en,Traditional food,1,3,Study of customary dishes and culinary heritage.,1,https://en.wikipedia.org/wiki/Traditional_food
CUI2,en,cuisines,1,3,Study of regional and cultural cooking traditions.,1,https://en.wikipedia.org/wiki/Outline_of_cuisines
LAR2,en,Landscape architecture (landscape planning),1,3,Landscape planning studies long term planning of land use and landscapes.,1,https://en.wikipedia.org/wiki/Landscape_architecture
LAD1,en,Landscape design,1,3,Study of design of outdoor spaces and planting.,1,https://en.wikipedia.org/wiki/Landscape_design
UPL1,en,Urban planning (urban design),1,3,Urban planning studies planning and design of cities and urban systems.,1,https://en.wikipedia.org/wiki/Urban_planning
VCM1,en,Visual communication,1,3,Study of conveying information through visual design.,1,https://en.wikipedia.org/wiki/Visual_communication
IND1,en,Industrial design (product design),1,3,Industrial design studies design of products for mass production.,1,https://en.wikipedia.org/wiki/Industrial_design
UED1,en,User experience design,1,3,Study of designing usable and satisfying interactions.,1,https://en.wikipedia.org/wiki/User_experience_design
FAD1,en,Fashion design,1,3,Study of design of clothing and accessories.,1,https://en.wikipedia.org/wiki/Fashion_design
TED1,en,Textile design,1,3,Study of design of fabrics and patterns.,1,https://en.wikipedia.org/wiki/Textile_design
FOD1,en,Food design,1,3,Study of design of food products and dining experiences.,1,https://en.wikipedia.org/wiki/Food_design
AEG1,en,Ancient Egypt,1,3,Study of history and culture of ancient Egypt.,1,https://en.wikipedia.org/wiki/Ancient_Egypt
CRT2,en,Carthage,1,3,Study of the history and culture of ancient Carthage.,1,https://en.wikipedia.org/wiki/Carthage
AGH1,en,Ancient Greek history,1,3,Study of the history of ancient Greece.,1,https://en.wikipedia.org/wiki/Ancient_Greece
ARH1,en,Ancient Roman history,1,3,Study of the history of ancient Rome.,1,https://en.wikipedia.org/wiki/Ancient_Rome
ACH1,en,Ancient Chinese history,1,3,Study of early Chinese civilizations and dynasties.,1,https://en.wikipedia.org/wiki/Ancient_China
AME1,en,Ancient Middle Eastern history,1,3,Study of early societies of the Middle East.,1,https://en.wikipedia.org/wiki/Ancient_Near_East
ACI1,en,Assyrian Civilization,1,3,Study of the history and culture of Assyria.,1,https://en.wikipedia.org/wiki/Assyria
BAC1,en,Bronze Age Civilizations,1,3,Study of societies of the Bronze Age.,1,https://en.wikipedia.org/wiki/Bronze_Age
BIH1,en,Biblical history,1,3,Study of historical contexts of biblical texts and peoples.,1,https://en.wikipedia.org/wiki/Historicity_of_the_Bible
HIV1,en,History of the Indus Valley Civilization,1,3,Study of early urban societies in South Asia.,1,https://en.wikipedia.org/wiki/Indus_Valley_Civilisation
PMA2,en,Preclassic Maya,1,3,Study of early Maya civilization before the Classic period.,1,https://en.wikipedia.org/wiki/Preclassic_Maya
HOM1,en,History of Mesopotamia,1,3,Study of early civilizations of Mesopotamia.,1,https://en.wikipedia.org/wiki/History_of_Mesopotamia
TSA1,en,The Stone Age,1,3,Study of early human prehistory and stone tool cultures.,1,https://en.wikipedia.org/wiki/The_Stone_Age
HYC1,en,History of the Yangtze civilization,1,3,Study of early cultures of the Yangtze basin.,1,https://en.wikipedia.org/wiki/Yangtze_civilization
HYR1,en,History of the Yellow River civilization,1,3,Study of early cultures of the Yellow River basin.,1,https://en.wikipedia.org/wiki/Yellow_River_civilization
CHH1,en,Chinese history,1,3,Study of the history of China across dynasties and eras.,1,https://en.wikipedia.org/wiki/History_of_China
JAH1,en,Japanese history,1,3,Study of the history of Japan and its societies.,1,https://en.wikipedia.org/wiki/History_of_Japan
KOH1,en,Korean history,1,3,Study of the history of Korea across periods.,1,https://en.wikipedia.org/wiki/History_of_Korea
MOH2,en,Mongolian history,1,3,Study of the history of Mongolia and the Mongol empire.,1,https://en.wikipedia.org/wiki/History_of_Mongolia
INH1,en,Indian history,1,3,Study of the history of the Indian subcontinent.,1,https://en.wikipedia.org/wiki/History_of_India
INH2,en,Indonesian history,1,3,Study of the history of Indonesia across periods.,1,https://en.wikipedia.org/wiki/History_of_Indonesia
TUH1,en,Turkish history,1,3,Study of the history of Turkey and Turkish peoples.,1,https://en.wikipedia.org/wiki/History_of_Turkey
IRH1,en,Iranian history,1,3,Study of the history of Iran and Persian civilizations.,1,https://en.wikipedia.org/wiki/History_of_Iran
VIH1,en,Vietnamese history,1,3,Study of the history of Vietnam and its societies.,1,https://en.wikipedia.org/wiki/History_of_Vietnam
PHH2,en,Philippine history,1,3,Study of the history of the Philippines and its peoples.,1,https://en.wikipedia.org/wiki/History_of_the_Philippines
BRH1,en,British history,1,3,Study of the history of Britain and the United Kingdom.,1,https://en.wikipedia.org/wiki/History_of_the_United_Kingdom
FRH1,en,French history,1,3,Study of the history of France and its society.,1,https://en.wikipedia.org/wiki/History_of_France
GEH1,en,German history,1,3,Study of the history of Germany and German speaking regions.,1,https://en.wikipedia.org/wiki/History_of_Germany
DUH1,en,Dutch history,1,3,Study of the history of the Netherlands and Dutch society.,1,https://en.wikipedia.org/wiki/History_of_the_Netherlands
ITH1,en,Italian history,1,3,Study of the history of Italy and its regions.,1,https://en.wikipedia.org/wiki/History_of_Italy
