playlist_id,channel_id,channel_title,title,description,published_at,item_count,default_language,playlist_type_id
PL22w63XsKjqzc_VAZRnUQHn3aIS_1yliZ,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Abstract Algebra: The basics of rings.,,2020-03-23T00:21:51.261185Z,16,,1
PL22w63XsKjqyNjwLiQ6y9CzfQf4nJsV7A,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Multivariable Calculus | Line Integrals,,2020-03-25T13:07:40.694553Z,17,,1
PL22w63XsKjqz10-nb0KnjTBDGq0N7do-d,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Mathematics named after Leonhard Euler,,2020-03-25T16:46:13.665255Z,12,,1
PL22w63XsKjqycsMoTIRjPhWXTD6F3LslO,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,International Mathematics Olympiad Problems,,2020-04-06T16:32:22.924239Z,8,,1
PL22w63XsKjqzq_DFFJW66EADg_bL0QG_R,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,The Riemann Zeta Function,,2020-04-11T22:31:50.393794Z,4,,1
PL22w63XsKjqzzQGucq-NmRjD9yXqs_9i3,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Multivariable Calculus | Surface Integrals,,2020-04-16T17:26:09.562267Z,16,,1
PL22w63XsKjqxCyOoEXOhplNu4KCmvbJB2,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Abstract Algebra | Polynomial Rings,,2020-04-16T23:38:09.729308Z,8,,1
PL22w63XsKjqwtslWdA9tyGB27_MwZ4cE9,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Trigonometric Identities,,2020-04-19T23:12:02.025459Z,10,,1
PL22w63XsKjqyUvA_zdG49MVttsu0H6bwJ,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Math Contest Problems,,2020-04-20T19:39:20.451842Z,128,,1
PL22w63XsKjqzKwChWo1wO8arV2hsIvrhp,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Abstract Algebra | Finite Fields,,2020-04-22T16:14:23.070331Z,1,,1
PL22w63XsKjqwzah-fG4VM3Xl20Ch-SFHx,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Putnam Exam Solutions A4/B4,,2020-04-29T00:37:50.33635Z,5,,1
PL22w63XsKjqxPO6pQ8wiZcIrtpTznGSre,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Abstract Algebra | Integral Domains,,2020-05-02T23:40:46.205896Z,11,,1
PL22w63XsKjqwxCFEx5Nn6SODkaJ8Y4mNS,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Putnam Exam Solutions: A5/B5,,2020-05-08T23:55:49.245177Z,1,,1
PL22w63XsKjqy8SI96zU8FplL0kCaAEb0Q,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,The Floor is Lava,,2020-05-10T23:36:44.060835Z,27,,1
PL22w63XsKjqwcLlI-HXw15sPytjIJbDwY,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,The Dilogarithm,,2020-05-12T23:58:13.501992Z,3,,1
PL22w63XsKjqxqaF-Q7MSyeSG1W1_xaQoS,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Real Analysis,,2020-05-17T20:44:34.745835Z,60,,1
PL22w63XsKjqzQZtDZO_9s2HEMRJnaOTX7,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Differential Forms,,2020-05-21T20:33:32.439663Z,23,,1
PL22w63XsKjqx8nFAU8ew8-YM2YOOClNGw,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Overkill | Solving simple problems with overpowered math.,,2020-06-03T20:26:06.461277Z,9,,1
PL22w63XsKjqwTQXXb7qRDHfYWp67N5Yv3,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Representations of Finite Groups,,2020-06-04T21:30:06.684971Z,2,,1
PL22w63XsKjqwXCPe0pgBDhg6_OTsDZkRf,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Putnam Exam Solutions : A6/B6,,2020-07-04T00:16:45.65619Z,2,,1
PL22w63XsKjqyEcWyjC6hPEvHtYsw8X5jp,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Interesting Limits,,2020-08-08T16:50:25.099256Z,23,,1
PL22w63XsKjqzPZMoadNZRRfKkks48-m64,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Interesting Sums,,2020-08-16T21:34:26.728658Z,18,,1
PL22w63XsKjqxFTu1o4_baJ-N0eqTXkGMJ,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Problem Solving Techniques,,2020-08-28T17:42:18.622768Z,5,,1
PL22w63XsKjqyx2FFUywi_mz91Jtih52yX,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Vertex Operator Algebras,,2020-09-02T19:19:02.113151Z,10,,1
PL22w63XsKjqw2HrgE4O9J-Eo7-xb7AL2J,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Physics,,2020-09-16T21:21:11.927536Z,2,,1
PL22w63XsKjqyZZAicSHbpVhJzLPfPMJf6,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Geometry,,2020-09-17T22:41:56.197683Z,56,,1
PL22w63XsKjqwZOWugAieF20EXq7gDb1Nc,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Interesting Products,,2020-09-19T17:39:49.345731Z,5,,1
PL22w63XsKjqyAllnU1aDKRIxm0kcvwTm5,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Viewer suggestions.,,2020-12-10T17:13:37.43285Z,20,,1
PL22w63XsKjqyPTFf3Kn2sjE1eD0YTg5Tk,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Assorted Group Theory,,2021-02-13T21:55:46.261753Z,2,,1
PL22w63XsKjqx2xQBArYXMRb98U3d323hj,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Research Talks,,2021-03-08T19:51:14.870176Z,1,,1
PL22w63XsKjqy1_RYZ9A1MLf2BLPzp3W7G,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Super Lo-fi in class videos,,2021-04-22T14:48:30.517958Z,18,,1
PL22w63XsKjqw3ZFydd_LqOCUBtWYg5svI,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Assorted Group Theory Exercises,,2021-05-05T15:51:00.338019Z,3,,1
PL22w63XsKjqwn2V9CiP7cuSGv9plj71vv,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Number Theory v2,,2021-09-09T00:04:57.899246Z,34,,1
PL22w63XsKjqz4brWgBE1YoI2ccRZEoRhu,UC6jM0RFkr4eSkzT5Gx0HOAw,Michael Penn,Collaborations,,2021-12-20T21:07:21.173515Z,1,,1
PLFw-I5kGJQ3TKSMHJdAqjmZAJVD6y0CFs,UCtJPeNYnAXhB1-_h8xbIX_Q,Nemean,Group Theory,,2024-12-21T20:35:58.969528Z,2,,1
PLOpo-gE90mdsC2jY48QhTzHcJQxpR3uVf,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Mihai Math Video Game Music,,2013-09-18T04:02:00.044088Z,0,,1
PLOpo-gE90mdsQOlZtg3leWNWZnjVei86F,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200,,2020-09-16T17:42:12.539429Z,30,,1
PLOpo-gE90mduVh6xfSn1OFrMUxXyaa9vl,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,6B Asynchronous Lecture,,2020-10-23T21:44:35.612217Z,8,,1
PLOpo-gE90mdtvatZNmw2EWFxy_H-Te8Cs,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,8C Async Class,,2020-11-04T21:07:52.654903Z,6,,1
PLOpo-gE90mduFQybZ3hzQwrT3CvWhB_zL,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Feature Regression and Wide Neural Networks,Goes over the notes found at the link below. Each video covers one subsection of the notes. https://sites.uoguelph.ca/nicam/files/2021/02/Notes_on_feature_regression_and_wide_NNs.pdf,2021-02-17T20:48:44.525814Z,18,,1
PLOpo-gE90mdvnuCQWLHaHIbUgvW7d3XWo,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Fibonacci Videos,,2021-08-06T19:37:54.997778Z,4,,1
PLOpo-gE90mdsBJFeXK7gP4cm_dwJxYOXy,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Buffon Needle/Noodle Problem Playlist,,2021-08-17T15:56:43.796567Z,3,,1
PLOpo-gE90mduwDFgy70jf-mvEHPB7KAgV,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Lab 1 Videos,,2021-09-17T18:27:20.960741Z,3,,1
PLOpo-gE90mdu9Ql0KNMKzHp-A3aQCSmVM,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 B.3. Inequality Examples,,2021-09-24T14:37:52.014927Z,5,,1
PLOpo-gE90mdumxW4J0OfH7sJaH0EkKrcT,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Epsilon delta problems,,2021-10-06T02:28:43.93449Z,7,,1
PLOpo-gE90mdsurmRqU1MS4gI7x_Uz8a-k,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Indeterminant Limit Quick Solutions,,2021-10-07T17:48:19.211994Z,4,,1
PLOpo-gE90mdsjdQbP4AAjskkfbHBo3bQA,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Recorded replacement class,,2021-10-14T02:13:47.727187Z,5,,1
PLOpo-gE90mduBvi4i1fTgGmTtLpd2DuoD,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Week 6 videos,,2021-10-19T20:53:40.42098Z,3,,1
PLOpo-gE90mdsZ95pneb3o7ZVAtjH_iWsZ,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Week 7 Videos,,2021-10-28T17:38:40.948247Z,5,,1
PLOpo-gE90mdt_rmrQKMsVGRPOC_2QM34Q,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Week 8 Videos,,2021-11-02T20:47:55.115547Z,4,,1
PLOpo-gE90mdv8c8ZakM_RO_R49wPyb9EO,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Week 9 Videos,,2021-11-10T01:07:22.602155Z,3,,1
PLOpo-gE90mdvNaA3xHCE3QdiV0jw-pjvo,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Week 10 Replacement Lecture Video,,2021-11-17T21:25:43.62514Z,3,,1
PLOpo-gE90mdt1UMawa6YQvgbfwk_sJJLh,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Week 12 Videos,,2021-12-02T21:29:31.818839Z,3,,1
PLOpo-gE90mdtIdG6i_GZcvcFIKsUpvQK7,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1200 Pre-Lecture Music Playlist,,2021-12-23T20:10:18.645623Z,28,,1
PLOpo-gE90mdsSwfvYwKEmgpUIkgV_qYR5,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH4060 Game Rules Explanation,,2022-01-10T19:34:27.588388Z,2,,1
PLOpo-gE90mdty9q7yGkbVAOXRm00aceE_,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH4060 Intro to Markov Chain and Reinforcement Learning 2022 - All lectures,,2022-02-28T19:02:07.33761Z,42,,1
PLOpo-gE90mdu43mcAfjGhQ21HPvcPL_o9,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,DATA6100 Intro to Data Science,,2022-09-13T15:47:11.781843Z,21,,1
PLOpo-gE90mdsG_NEProkwHVRG7lkBDXPa,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Intro to Python and Numpy,,2022-09-22T18:46:52.928563Z,4,,1
PLOpo-gE90mds1dO_zmefcPrOBN3rogFhG,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1030 High School Algebra Quiz Content,,2023-01-05T19:56:59.056123Z,6,,1
PLOpo-gE90mdvHfT8539Z0l2cFP7cP3Yeg,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1030 Lectures and Extra Videos,,2023-01-10T01:22:34.482617Z,73,,1
PLOpo-gE90mds0C6UolV8Z9d0owmysemop,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1030 Extra videos,,2023-01-12T21:26:23.979582Z,39,,1
PLOpo-gE90mdt5Mh7c0j6Oc5_0Yeo9FQb2,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,MATH1030 Recorded Lecture from Feb 17,,2023-02-17T20:53:53.169721Z,3,,1
PLOpo-gE90mdssOPMCZeBGo2J6IcvL2EO8,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Math Explainers with Manim,Math explainers animated using the math animation software Manim (originally developed by 3Blue1Brown),2023-08-25T15:47:24.200283Z,19,,1
PLOpo-gE90mdshx4UEZ01y_uzR3tMK08EA,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Intro to Data Science Fall 2023,Recorded lectures from a course on introduction to data science,2023-09-13T16:58:16.105442Z,25,,1
PLOpo-gE90mdv5Uq0xpnz3s4G693umnz1e,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Intro to Markov Chains and Reinforcement Learning W2024,Recording of Lectures on Markov Chains and Reinforcement Learning,2024-01-11T17:34:21.558063Z,17,,1
PLOpo-gE90mduLQKlFM_Jz14xwP2ZbXfNw,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Intro to Functional Analysis and Hilbert Spaces | Advanced Analysis W2024,"Recorded lectures from ""Advanced Analysis""",2024-01-11T21:22:50.857116Z,16,,1
PLOpo-gE90mdsXIfDzEpgizw5yx0zesysa,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Digital Blackboard Math Explainers,Explainers where I explain stuff using a digital pen,2024-09-12T17:58:48.358595Z,10,,1
PLOpo-gE90mdtPQE_PbvBFQZYooWVD56kD,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Math Explainers with Desmos,,2024-10-09T14:08:20.512779Z,6,,1
PLOpo-gE90mduF50ZdJgLDWxVZNjN9DDii,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Martingale Videos,,2025-06-06T17:27:18.095305Z,5,,1
PLOpo-gE90mdvg1p553oKewafQFLr8Omsf,UCbszj0H0UGQcTOXcFdpAfYA,Prof Mihai Nica,Lecture Style Videos,,2025-12-09T16:51:48.264862Z,2,,1
PLEDdkzD9hUd6Uvr3Lfh0m8fszQXAhhBIi,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Biostatistics Ph.D Logs,Documenting current progress on my PhD and reflecting on past experiences in the program,2023-04-24T06:58:05.48691Z,4,,1
PLEDdkzD9hUd5E8iZk2IBdBvhCMKMt5V5j,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Pocket Stats,Bite-sized videos for learning about various statistics concepts,2023-05-01T07:01:43.273424Z,11,,1
PLEDdkzD9hUd7s9JDjQXDs_bOloOEedaIZ,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Office Hours,,2023-08-25T19:32:43.832254Z,2,,1
PLEDdkzD9hUd7JJ8LH7wp8JOw5CMIb-_Do,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Explainers,Videos explaining the intuition and use behind several common statistical tools. Geared towards people with some experience with statistics.,2023-10-14T03:27:23.142339Z,15,,1
PLEDdkzD9hUd7W0T7la6JNSfxtGjAd2bm7,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Code Guides,,2023-12-31T05:03:39.549531Z,2,,1
PLEDdkzD9hUd4iebXTR6CYbAZI9eMDyfPk,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Deep Dives,"Videos exploring various topics in statistics. Sometimes they're wide surveys, sometimes they're on specific topics.",2024-08-02T06:47:25.257336Z,12,,1
PLEDdkzD9hUd6xFXbFODDIHU3vZE-hU-qV,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,2-Minute R,Playlist for implementing common statistical models in short snippets,2025-02-23T18:39:19.417612Z,4,,1
PLEDdkzD9hUd7Ons3YQBb3h2qNJhzWKWGA,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Longitudinal Data Analysis,A short course on different models to use for longitudinal data analysis.,2025-10-20T16:31:06.344739Z,3,,1
PLEDdkzD9hUd4A8_z3izWTPZt7hIm-vX0V,UCPb7xe-MQ0KiJpaKBWFZtTA,Very Normal,Bayesian Statistics,A set of videos dedicated to teaching essential concepts in Bayesian statistics,2025-10-20T16:34:09.481252Z,3,,1
PLKortajF2dPBWMIS6KF4RLtQiG6KQrTdB,UCKzJFdi57J53Vr_BkTfN3uQ,Primer,Evolution,,2018-06-26T05:37:24.765364Z,12,,1
PLKortajF2dPCAHWOVNqWY2DSEdoyyj1eV,UCKzJFdi57J53Vr_BkTfN3uQ,Primer,Economics,"I don't think it will be too controversial to say that most students find intro economics courses to be both abstruse and irrelevant. This is a shame. Economics is as important in our national and global discourse as ever, and it can give individuals a powerful framework for thinking about what they value and how they can make effective decisions consistent with those values.",2019-04-26T17:42:15.361057Z,2,,1
PLKortajF2dPCryZaYfq32lX-KeZ1RvX04,UCKzJFdi57J53Vr_BkTfN3uQ,Primer,All,,2024-02-19T15:37:48.684293Z,19,,1
PLm3B56ql_akNcvH8vvJRYOc7TbYhRs19M,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,Making an OS (x86),,2020-08-23T13:56:24.024379Z,8,,1
PLm3B56ql_akOft9-rb3ZaCbQYDqJQany0,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,Mechanical computer,,2021-01-08T15:12:11.77123Z,1,,1
PLm3B56ql_akOAm7sa55oQi_QXfudRoXlp,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,The Very Basics,,2021-01-24T16:41:40.615506Z,11,,1
PLm3B56ql_akONANdhzFRfhFwrb3cBZ602,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,Knights Who Say Lambda 2024,,2024-07-24T00:54:33.283945Z,4,,1
PLm3B56ql_akOkilkOByPFYu3HitCgfU9p,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,Introduction to Monads,,2025-02-24T14:27:58.772988Z,3,,1
PLm3B56ql_akOS-w8rbYau2YKBaTP5j70M,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,Coding Moosic - Matrix Vibez,Makes you feel like u in da Matrix or somethin,2025-05-02T09:28:11.019237Z,33,,1
PLm3B56ql_akPY6-sQqubG_Mg9BiIOuW4x,UCuWLGQB4WRBKvW1C26zA2og,Daedalus Community,MellOS,,2025-10-13T18:50:41.649271Z,1,,1
PLAqhIrjkxbuVQPo7n13iWkDUo51StlXcs,UCXUPKJO5MZQN11PqgIvyuvQ,Andrej Karpathy,stable diffusion dreams,,2022-08-16T22:56:25.44265Z,5,,1
PLAqhIrjkxbuWI23v9cThsA9GvCAUhRvKZ,UCXUPKJO5MZQN11PqgIvyuvQ,Andrej Karpathy,Neural Networks: Zero to Hero,,2022-09-07T19:28:23.359867Z,10,,1
PLAqhIrjkxbuW9U8-vZ_s_cjKPT_FqRStI,UCXUPKJO5MZQN11PqgIvyuvQ,Andrej Karpathy,General Audience,"videos for more general audience, no programming experience necessary.",2023-11-25T03:18:02.120262Z,3,,1
PLAqhIrjkxbuW1-qwe-JcXjt7hqfIyRgUk,UCXUPKJO5MZQN11PqgIvyuvQ,Andrej Karpathy,LOL,,2023-12-28T06:54:13.510035Z,4,,1
PLiX-IZ-weuAxDZ3XA-1S1wr2Nw19RSgxi,UCIxertsVDip8QHpnhinkAow,Ari Seff,Uploads on other channels,,2021-12-15T14:20:11.783846Z,1,,1
PL6W1uqECzzme_vdVoh-qAEIaXItN6amgn,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,General AI,,2023-05-01T01:34:52.894299Z,85,,1
PL6W1uqECzzmfXl2j1NEvNUgkXRcRCEyz5,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,Personal Related,,2023-05-01T01:38:13.957842Z,10,,1
PL6W1uqECzzmcwAgz2MSJurhj_olUTeT7f,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,AI shorts,,2023-05-20T20:06:43.335942Z,60,,1
PL6W1uqECzzmd_p4sRJoIzuR1WEFI9aBrS,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,Science and Life,,2023-06-26T17:27:37.377576Z,19,,1
PL6W1uqECzzmfY2FZzm0X3EVkhvxArEKxG,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,Interviews,,2024-09-23T00:57:59.58178Z,14,,1
PL6W1uqECzzmdhQKRDygaLM05q0DvnUGEX,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,AI Safety,,2025-12-31T01:49:31.458112Z,18,,1
PL6W1uqECzzmeuT6X2WjGYoR06BCzuLfc-,UCZf5IX90oe5gdPppMXGImwg,Dr Waku,AI Hardware,,2025-12-31T01:52:58.842762Z,7,,1
PLqL14ZxTTA4fRMts7Af2G8t4Rp17e8MdS,UCLB7AzTwc6VFZrBsO2ucBMg,Robert Miles AI Safety ,Computerphile Videos,Videos I've made for the Computerphile channel,2017-02-28T21:00:52.394675Z,28,,1
PLqL14ZxTTA4fEp5ltiNinNHdkPuLK4778,UCLB7AzTwc6VFZrBsO2ucBMg,Robert Miles AI Safety ,Concrete Problems in AI Safety,Videos about the paper 'Concrete Problems in AI Safety': https://arxiv.org/pdf/1606.06565.pdf,2017-07-07T21:08:34.645375Z,9,,1
PLqL14ZxTTA4fyhYg6xD6Fz05WcuxLGseL,UCLB7AzTwc6VFZrBsO2ucBMg,Robert Miles AI Safety ,Best Of,,2020-05-31T15:01:19.782183Z,13,,1
PLqL14ZxTTA4dVNrttmcS6ASPWLwg4iMOJ,UCLB7AzTwc6VFZrBsO2ucBMg,Robert Miles AI Safety ,Technical,,2020-05-31T15:07:35.501284Z,13,,1
PLqL14ZxTTA4eLFZ_iBEf4BAlt5kLrlR3_,UCLB7AzTwc6VFZrBsO2ucBMg,Robert Miles AI Safety ,singalong,,2023-06-29T01:15:20.558706Z,2,,1
PLrUdxfaFpuuLEYfd9YY-vqhG_fgGj66Sl,UC9z7EZAbkphEMg0SP7rw44A,carykh,The Amazing Marble Race (Season 3),,2016-08-01T06:43:09.455455Z,9,,1
PLrUdxfaFpuuKxFbzHimw1p43yPf7oBRj4,UC9z7EZAbkphEMg0SP7rw44A,carykh,Ten Words of Wisdom by carykh,,2016-08-01T06:47:36.958354Z,55,,1
PLrUdxfaFpuuK0rj55Rhc187Tn9vvxck7t,UC9z7EZAbkphEMg0SP7rw44A,carykh,Evolution Simulators,,2016-08-01T06:49:57.8792Z,22,,1
PLrUdxfaFpuuLF556F6b_3uspm1vnshi57,UC9z7EZAbkphEMg0SP7rw44A,carykh,My Attempt at Visualizing Special Relativity,,2016-08-01T06:53:09.520683Z,4,,1
PLrUdxfaFpuuK13Oc4LpVCDJgSvkym3Gx_,UC9z7EZAbkphEMg0SP7rw44A,carykh,Music Videos,,2016-08-01T06:54:47.61056Z,6,,1
PLrUdxfaFpuuKrWM9xJFy9W0y8O0QA-P9R,UC9z7EZAbkphEMg0SP7rw44A,carykh,My Map Generator,,2016-08-01T06:58:38.497413Z,6,,1
PLrUdxfaFpuuIbA84wL89mp-D_Bl5xKO23,UC9z7EZAbkphEMg0SP7rw44A,carykh,Mandelbrot Set Videos,,2016-08-01T07:01:57.094926Z,7,,1
PLrUdxfaFpuuLyYmu__kWChp_F0weDD6yj,UC9z7EZAbkphEMg0SP7rw44A,carykh,Animated AI videos,,2018-07-18T19:55:36.591902Z,10,,1
PLrUdxfaFpuuK6FN2sOEOZFveOH4FOrnVo,UC9z7EZAbkphEMg0SP7rw44A,carykh,Videos with my cats!,,2020-08-08T07:11:42.131883Z,45,,1
PLrUdxfaFpuuLAY2MXFoENBIr7ARCaYXV0,UC9z7EZAbkphEMg0SP7rw44A,carykh,Carykh's Algicosathlon,,2021-03-17T13:36:44.840831Z,15,,1
PLrUdxfaFpuuKaYuoiGlNjxE5xuTQanz5R,UC9z7EZAbkphEMg0SP7rw44A,carykh,Carykh's Algodecathlon,,2021-03-17T13:44:32.91826Z,7,,1
PLrUdxfaFpuuJ2PCdISSM829hyAhETZDML,UC9z7EZAbkphEMg0SP7rw44A,carykh,BAGUETTE,,2021-07-30T22:21:11.784282Z,17,,1
PLrUdxfaFpuuLwQm_D-mWCsNbEGJuawwnv,UC9z7EZAbkphEMg0SP7rw44A,carykh,Virus Simulators,,2024-12-03T05:08:02.300844Z,4,,1
PL_UEf8P1IjTjt1xaENujdnq-wPd6kFFGh,UCwBhBDsqiQflTMLy2epbQVw,Emergent Garden,Life Engine,,2021-08-19T18:52:01.511003Z,13,,1
PL_UEf8P1IjTjsbPasIQf3jWfQnM0xt0ZN,UCwBhBDsqiQflTMLy2epbQVw,Emergent Garden,Neural network Learns,educational/experimental content showing real neural networks learning,2021-10-02T18:04:14.125079Z,5,,1
PL_UEf8P1IjTjT9QpNLBsFthMtauaTmOVw,UCwBhBDsqiQflTMLy2epbQVw,Emergent Garden,Neural Patterns,,2021-11-21T03:40:05.924367Z,3,,1
PL_UEf8P1IjTjd2SKwPwCfnqc_GxmmCRFh,UCwBhBDsqiQflTMLy2epbQVw,Emergent Garden,AI Art,,2023-03-05T00:22:12.440555Z,9,,1
PL_UEf8P1IjThWRs6yJMWTN1BEQtQlzdKR,UCwBhBDsqiQflTMLy2epbQVw,Emergent Garden,Mindcraft,,2024-03-29T00:28:30.357461Z,15,,1
PL_UEf8P1IjThnzLP7p6is8dnHBQVi4Jdh,UCwBhBDsqiQflTMLy2epbQVw,Emergent Garden,AI Agents,Reviews and experiments with AI agents that code and use computers,2025-10-03T22:17:26.164465Z,3,,1
PLn_It163He3168Q21sPfiyb0j5K6_riG7,UCJXa3_WNNmIpewOtCHf3B0g,LaurieWired,[RE]lax and Analyze some Android Malware,"In this video series, we fully reverse an Android Banking Trojan (Anubis) from start to finish using JADX!",2023-02-15T19:38:48.75479Z,6,,1
PLn_It163He32Ujm-l_czgEBhbJjOUgFhg,UCJXa3_WNNmIpewOtCHf3B0g,LaurieWired,Practical ARM Assembly Tutorial Series,,2023-03-14T17:10:06.881542Z,11,,1
PLn_It163He30yWraeRxdKfEFlLANJnlDE,UCJXa3_WNNmIpewOtCHf3B0g,LaurieWired,Conference Talks,This playlist contains recorded conference talks I have given at various security conferences.,2023-03-21T20:00:24.022527Z,9,,1
PLn_It163He32y0-CvO4s-Tg6yNhbO1PMF,UCJXa3_WNNmIpewOtCHf3B0g,LaurieWired,[RE]lax and Analyze some Linux Malware,"In this video series, we fully reverse a linux backdoor (BPFDoor) from start to finish using Ghidra!",2023-06-06T21:34:37.716055Z,4,,1
PL71Y0EmrppR2WE99jmfEf2K-CXOcLnUWK,UC_XDaRJhEt_LIE3Mp1FYzsA,Charles Cabergs,Minimal git server,"Setup a simple git server, far from the bloated land of Gitlab and Github",2023-09-05T17:59:08.720387Z,4,,1
PL71Y0EmrppR1N6b0v6Bsr4O2QkmubYwRU,UC_XDaRJhEt_LIE3Mp1FYzsA,Charles Cabergs,Advent of Code 2023,,2023-12-02T21:27:18.194027Z,25,,1
