channel_id,language_code,title,description
UC7IZjtoKFmgE4f2UnWBUjaA,gu_IN,જેમી સોશિયલ,"શું કદી એવું લાગ્યું છે કે સામાજિક વસ્તુઓ જરૂરી હોય તેના કરતાં વધુ જટિલ છે? મને પણ એવું જ લાગે છે!
હું જેમી છું, અને આ ચેનલ માનવીય ક્રિયાપ્રતિક્રિયાના તે તમામ અલિખિત નિયમોને સ્ટિક ફિગર્સનો ઉપયોગ કરીને સમજાવે છે (કારણ કે વધુ જટિલ કેમ બનાવવું?).
અહીં કોઈ કારગુજરી કે ફુલાવદાર સિદ્ધાંતો નથી—માત્ર બેઠકાં વાતચીતનો સામનો કરવા, બહેતર સંબંધો બનાવવા, અને આપણે જે વિચિત્ર વસ્તુઓ કરીએ છીએ તે કેમ કરીએ છીએ તે સમજવા માટે સીધી સલાહ.
તમે ઓફિસ પોલિટિક્સ, ડેટિંગ, મિત્રતા નેવિગેટ કરવાનો પ્રયાસ કરી રહ્યા હો, અથવા તમારા મગજમાં જે અવાજ દરેક વસ્તુનું વધુ પડતું વિશ્લેષણ કરે છે તેને બંધ કરવા માગતા હો, હું તમને મદદ કરીશ.
દર અઠવાડિયે નવા વિડિયો જે તમને સાયકોલોજીની ડિગ્રીની જરૂર વગર લોકોને (તમારી જાતને પણ) સમજવામાં મદદ કરશે. જો તમે સ્ટિક ફિગર્સને જીવન સમજાવતા જોતા જોતા તમારી સામાજિક કુશળતા વધારવા માટે તૈયાર છો તો સબ્સ્ક્રાઇબ કરો!"
UC7IZjtoKFmgE4f2UnWBUjaA,hi_IN,Jamie Social,"आपको भी कभी लगता है कि सामाजिक चीजें जरूरत से ज्यादा जटिल हैं? मुझे भी!
मैं जेमी हूँ, और यह चैनल स्टिक फिगर का उपयोग करके मानवीय बातचीत के उन सभी अलिखित नियमों को समझाता है (क्योंकि चीजों को और अधिक जटिल क्यों बनाएं?).
यहां कोई जटिल शब्दावली या बकवास सिद्धांत नहीं हैं—सिर्फ अजीब बातचीत से निपटने, बेहतर रिश्ते बनाने, और यह समझने के बारे में सीधे टिप्स कि हम वो अजीब चीजें क्यों करते हैं जो हम करते हैं।
चाहे आप ऑफिस की राजनीति, डेटिंग, दोस्ती का सामना कर रहे हों, या बस अपने दिमाग में उस आवाज को शांत करना चाहते हों जो हर चीज का अधिक विश्लेषण करती है, मैं आपके लिए मौजूद हूँ।
हर हफ्ते नए वीडियो जो आपको लोगों (और खुद) को समझने में मदद करेंगे, बिना मनोविज्ञान की डिग्री के। सब्सक्राइब करें अगर आप स्टिक फिगर को जिंदगी समझाते देखते हुए अपने सामाजिक कौशल को बेहतर बनाने के लिए तैयार हैं!"
UC7IZjtoKFmgE4f2UnWBUjaA,hr_HR,Jamie Društveno,"Osjećate li se ikad kao da su društvene stvari puno komplicirane nego što trebaju biti? I ja isto!

Ja sam Jamie, i ovaj kanal objašnjava sva ta nepisana pravila ljudske interakcije koristeći štapiće (jer zašto dodatno komplicirati stvari?).

Ovdje nema žargona ili naduvanih teorija—samo jednostavni savjeti za rješavanje neugodnih razgovora, izgradnju boljih odnosa i razumijevanje zašto radimo čudne stvari koje radimo.

Bez obzira pokušavate li se snaći u uredskoj politici, ljubavnim vezama, prijateljstvima, ili samo želite zaustaviti taj glas u glavi koji previše analizira sve, pokrit ću vas.

Novi videi svaki tjedan koji će vam pomoći da razumijete ljude (uključujući sebe) bez potrebe za diplomom iz psihologije. Pretplatite se ako ste spremni unaprijediti svoje društvene vještine dok gledate štapiće kako objašnjavaju život!"
UC7IZjtoKFmgE4f2UnWBUjaA,hu_HU,Szociális Jamie,"Volt már olyan érzésed, hogy a társasági dolgok sokkal bonyolultabbak, mint kellene lennie? Nekem is!
Jamie vagyok, és ez a csatorna lebontja az emberi interakció összes leíratlan szabályát pálcikaemberek segítségével (mert miért bonyolítsuk tovább a dolgokat?).
Itt nincs szakzsargon vagy légből kapott elméletek—csak egyértelmű tippek a kínos beszélgetések kezelésére, jobb kapcsolatok építésére, és annak megértésére, hogy miért csináljuk azokat a furcsa dolgokat, amiket csinálunk.
Akár az irodai politikában próbálsz eligazodni, a randizásban, barátságokban, vagy csak meg akarod állítani azt a hangot a fejedben, ami mindent túlanaliz, fedeztelek.
Új videók minden héten, amik segítenek megérteni az embereket (beleértve téged is) anélkül, hogy pszichológia diplomára lenne szükséged. Iratkozz fel, ha készen állsz a szociális készségeid fejlesztésére, miközben pálcikaembereket nézel az élet magyarázatával!"
UC7IZjtoKFmgE4f2UnWBUjaA,hy_AM,Ջեյմի Սոցիալ,"Երբեւէ զգացե՞լ ես, որ սոցիալական բանը շատ ավելի բարդ է, քան պետք է լինի: Ես էլ նույնը:
Ես Ջեյմին եմ, եւ այս ալիքը բացատրում է մարդկային շփման բոլոր այն անգրված կանոնները՝ օգտագործելով막대기 մարդկանց (որովհետեւ ինչո՞ւ ավելի բարդացնել):
Այստեղ ոչ մի ժարգոն կամ փափուկ տեսություն չկա՝ միայն ուղիղ խորհուրդներ անկուշտ զրույցների հետ գործ ունենալու, ավելի լավ հարաբերություններ կառուցելու եւ հասկանալու համար, թե ինչու ենք տարօրինակ բաներ անում:
Անկախ նրանից, թե փորձում ես նավիգացիա անել գրասենյակային քաղաքականությունում, հանդիպումներում, բարեկամությունում, թե պարզապես ուզում ես դադարեցնել գլխիդ մեջ այն ձայնը, որը ամեն ինչ գերվերլուծում է, ես քեզ հետ եմ:
Ամեն շաբաթ նոր տեսանյութեր, որոնք կօգնեն քեզ հասկանալ մարդկանց (ներառյալ քեզ) առանց հոգեբանության աստիճանի: Բաժանորդագրվիր, եթե պատրաստ ես բարձրացնել քո մարդկային հմտությունները՝ դիտելով, թե ինչպես են막대기 մարդիկ բացատրում կյանքը:"
UC7IZjtoKFmgE4f2UnWBUjaA,id_ID,Jamie Sosial,"Pernah merasa kalau hal-hal sosial itu jauh lebih rumit dari yang seharusnya? Sama kok!
Saya Jamie, dan channel ini memecah semua aturan tidak tertulis dari interaksi manusia menggunakan stick figures (kenapa harus bikin lebih rumit lagi?).
Tidak ada jargon atau teori yang berbelit-belit di sini—hanya tips langsung untuk menghadapi percakapan yang awkward, membangun hubungan yang lebih baik, dan memahami kenapa kita melakukan hal-hal aneh yang kita lakukan.
Entah kamu sedang mencoba menavigasi politik kantor, dating, persahabatan, atau cuma ingin menghentikan suara di kepala yang terlalu banyak menganalisis segala hal, saya akan bantu kamu.
Video baru setiap minggu yang akan membantu kamu memahami orang-orang (termasuk diri sendiri) tanpa perlu gelar psikologi. Subscribe kalau kamu siap untuk level up kemampuan sosial sambil nonton stick figures menjelaskan hidup!"
UC7IZjtoKFmgE4f2UnWBUjaA,is_IS,Jamie Félagslegur,"Hefur þér einhvern tíma fundist eins og félagslegir hlutir séu miklu flóknari en þeir þurfa að vera? Mér líka!
Ég er Jamie, og þessi rás brýtur niður öll þessi óskrifuðu lögmál mannlegra samskipta með því að nota strikafígúrur (af hverju að flækja málin enn frekar?).
Ekkert flókið orðaforði eða loftkennd kenning hér—bara beinlínis ráðleggingar um að takast á við klaufaleg samtöl, byggja betri sambönd, og skilja af hverju við gerum þessa skrítnu hluti sem við gerum.
Hvort sem þú ert að reyna að sigla um skrifstofupólitík, stefnumót, vináttutengsl, eða vilt bara stoppa þá rödd í höfðinu þínu sem greinir allt of mikið, þá er ég búinn að dekka þig.
Ný myndbönd í hverri viku sem hjálpa þér að skilja fólk (þig sjálvan meðtalinn) án þess að þurfa gráðu í sálfræði. Gerðu áskrift ef þú ert tilbúinn að hækka félagsfærni þína á meðan þú horfir á strikafígúrur útskýra lífið!"
UC7IZjtoKFmgE4f2UnWBUjaA,it_IT,Jamie Sociale,"Ti è mai capitato di sentire che le cose sociali sono molto più complicate di quanto dovrebbero essere? Anche a me!
Sono Jamie, e questo canale scompone tutte quelle regole non scritte dell'interazione umana usando omini stilizzati (perché complicare ulteriormente le cose?).
Niente gergo o teorie astruse qui—solo consigli diretti per gestire conversazioni imbarazzanti, costruire relazioni migliori, e capire perché facciamo le cose strane che facciamo.
Che tu stia cercando di navigare la politica dell'ufficio, gli appuntamenti, le amicizie, o semplicemente vuoi fermare quella voce nella tua testa che analizza troppo tutto, ti copro io.
Nuovi video ogni settimana che ti aiuteranno a capire le persone (te stesso incluso) senza aver bisogno di una laurea in psicologia. Iscriviti se sei pronto a migliorare le tue competenze sociali guardando omini stilizzati spiegare la vita!"
UC7IZjtoKFmgE4f2UnWBUjaA,iw_IL,ג'יימי חברתי,"אי פעם הרגשתם שעניינים חברתיים הרבה יותר מסובכים ממה שהם צריכים להיות? גם אני!
אני ג'יימי, והערוץ הזה מפרק את כל הכללים הלא כתובים של אינטראקציה אנושית באמצעות דמויות מקלות (כי למה לסבך את העניינים עוד יותר?).
אין כאן ז'רגון או תיאוריות נפוחות—רק טיפים ישירים להתמודדות עם שיחות מביכות, בניית מערכות יחסים טובות יותר, והבנה למה אנחנו עושים את הדברים המוזרים שאנחנו עושים.
בין אם אתם מנסים לנווט בפוליטיקה של המשרד, דייטים, חברויות, או סתם רוצים לעצור את הקול הזה בראש שלכם שמנתח הכל יותר מדי, אני מכסה אתכם.
סרטונים חדשים כל שבוע שיעזרו לכם להבין אנשים (כולל את עצמכם) בלי שתצטרכו תואר בפסיכולוגיה. עשו מנוי אם אתם מוכנים לשדרג את הכישורים החברתיים שלכם תוך כדי צפייה בדמויות מקלות שמסבירות את החיים!"
UC7IZjtoKFmgE4f2UnWBUjaA,ja_JP,ジェイミー ソーシャル,"社交的なことって必要以上に複雑すぎると感じたことありませんか？私も同感です！
私はジェイミーです。このチャンネルでは、棒人間を使って人間関係の暗黙のルールを分かりやすく解説します（これ以上複雑にする必要ないですからね）。
専門用語や曖昧な理論はありません。気まずい会話への対処法、より良い人間関係の築き方、なぜ私たちが変なことをするのかを理解するための、シンプルで実用的なアドバイスだけです。
職場の政治、デート、友情関係をうまく乗り切りたい方、または頭の中で何でも考えすぎてしまう声を止めたい方、私がサポートします。
心理学の学位がなくても人々（自分自身も含めて）を理解できるよう、毎週新しい動画をお届けします。棒人間が人生について説明するのを見ながら、コミュニケーション能力を向上させる準備ができたら、チャンネル登録してください！"
UC7IZjtoKFmgE4f2UnWBUjaA,ka_GE,ჯეიმი სოშიალ,"ოდესმე გქონიათ შეგრძნება, რომ სოციალური საკითხები ბევრად უფრო რთულია, ვიდრე უნდა იყოს? მეც ასე ვფიქრობ!
მე ვარ ჯეიმი, და ეს არხი ანალიზს უკეთებს ადამიანთა ურთიერთობის ყველა იმ დაუწერელ წესს, ჩხირების გამოყენებით (რატომ უნდა კიდევ უფრო გავართულოთ?).
აქ არ არის ჟარგონი ან ბუნდოვანი თეორიები—მხოლოდ პირდაპირი რჩევები უხერხული საუბრების გასამკლავებლად, უკეთესი ურთიერთობების ასაშენებლად და იმის გასაგებად, თუ რატომ ვაკეთებთ უცნაურ რამეებს, რასაც ვაკეთებთ.
იქნება ცდილობთ ოფისის პოლიტიკაში ნავიგაციას, დეიტინგს, მეგობრობას, თუ უბრალოდ გსურთ შეაჩეროთ ის ხმა თავში, რომელიც ყველაფერს ზედმეტად აანალიზებს, მე დაგეხმარებით.
ყოველ კვირას ახალი ვიდეოები, რომლებიც დაგეხმარებათ გაიგოთ ადამიანები (თქვენი ჩათვლით) ფსიქოლოგიის ხარისხის გარეშე. გამოიწერეთ, თუ მზად ხართ ამაღლდეთ თქვენი სოციალური უნარები, ჩხირების ცხოვრების ახსნის ყურებისას!"
UC7IZjtoKFmgE4f2UnWBUjaA,kk_KZ,Джейми әлеуметтік,"Әлеуметтік заттар қажетінен артық күрделі сияқты сезінесіз бе? Мен де солай!
Мен Джеймимін, және бұл арна адамдардың өзара қарым-қатынасының жазылмаған ережелерін таяқша фигуралармен түсіндіреді (неге одан да күрделендіру керек?).
Мұнда ешқандай арнайы терминдер немесе сұйық теориялар жоқ — тек ыңғайсыз әңгімелерді шешу, жақсы қарым-қатынас орнату және біз неге ерекше заттарды істейтінімізді түсіну туралы тікелей кеңестер.
Кеңсе саясатын, танысуды, достықты басқаруға тырысып жатсаңыз, немесе бас миыңыздағы бәрін талдайтын дауысты тоқтатқыңыз келсе, мен сізге көмектесемін.
Адамдарды (оның ішінде өзіңізді) психология дипломынсыз түсінуге көмектесетін жаңа видеолар әр апта шығады. Таяқша фигуралар өмірді түсіндіргенде адамдармен жұмыс істеу дағдыларыңызды жақсартуға дайын болсаңыз, жазылыңыз!"
UC7IZjtoKFmgE4f2UnWBUjaA,km_KH,ជេមី សូស្យល,"តើអ្នកធ្លាប់មានអារម្មណ៍ថារឿងសង្គមស្មុគស្មាញជាងអ្វីដែលវាគួរតែជាទេ? ខ្ញុំក៏ដូចគ្នាដែរ!
ខ្ញុំឈ្មោះ Jamie ហើយឆានែលនេះពន្យល់ច្បាប់មិនបានសរសេរទាំងអស់នៃការទំនាក់ទំនងរបស់មនុស្សដោយប្រើរូបចំលាក់ (ពីព្រោះហេតុអ្វីត្រូវធ្វើឱ្យស្មុគស្មាញបន្ថែមទៀត?)។
គ្មានពាក្យបច្ចេកទេសឬទ្រឹស្តីទន់ស្រាលនៅទីនេះទេ—គ្រាន់តែគន្លឹះត្រង់ៗអំពីការដោះស្រាយការសន្ទនាចម្លែក ការកសាងទំនាក់ទំនងល្អប្រសើរ និងការយល់ដឹងថាហេតុអ្វីបានជាយើងធ្វើរឿងចម្លែកៗ។
មិនថាអ្នកកំពុងព្យាយាមរុករកនយោបាយការិយាល័យ ការណាត់ជួប មិត្តភាព ឬគ្រាន់តែចង់បញ្ឈប់សំឡេងនៅក្នុងក្បាលដែលវិភាគលើសលុប ខ្ញុំបានគ្រប់ដណ្តប់អ្នក។
វីដេអូថ្មីរៀងរាល់សប្តាហ៍ដែលនឹងជួយអ្នកយល់ដឹងអំពីមនុស្ស (រួមទាំងខ្លួនអ្នកផងដែរ) ដោយមិនចាំបាច់មានសញ្ញាបត្រចិត្តវិទ្យា។ ចុះឈ្មោះបើអ្នករៀបចំរុករកជំនាញមនុស្សរបស់អ្នកខណៈពេលមើលរូបចំលាក់ពន្យល់អំពីជីវិត!"
UC7IZjtoKFmgE4f2UnWBUjaA,kn_IN,ಜೇಮಿ ಸೋಶಿಯಲ್,"ಸಾಮಾಜಿಕ ವಿಷಯಗಳು ಅಗತ್ಯಕ್ಕಿಂತ ಹೆಚ್ಚು ಸಂಕೀರ್ಣವಾಗಿವೆ ಎಂದು ಎಂದಾದರೂ ಅನಿಸಿದೆಯೇ? ನನಗೂ ಅದೇ ಅನಿಸುತ್ತದೆ!
ನಾನು ಜೇಮಿ, ಮತ್ತು ಈ ಚಾನೆಲ್ ಸ್ಟಿಕ್ ಫಿಗರ್‌ಗಳನ್ನು ಬಳಸಿ ಮಾನವೀಯ ಸಂವಾದದ ಎಲ್ಲಾ ಅಲಿಖಿತ ನಿಯಮಗಳನ್ನು ವಿಶ್ಲೇಷಿಸುತ್ತದೆ (ವಿಷಯಗಳನ್ನು ಇನ್ನಷ್ಟು ಸಂಕೀರ್ಣಗೊಳಿಸುವ ಅಗತ್ಯವೇನು?).
ಇಲ್ಲಿ ಯಾವುದೇ ಪರಿಭಾಷೆ ಅಥವಾ ಗಾಳಿಯ ಸಿದ್ಧಾಂತಗಳಿಲ್ಲ—ಕೇವಲ ವಿಚಿತ್ರ ಸಂಭಾಷಣೆಗಳನ್ನು ನಿಭಾಯಿಸಲು, ಉತ್ತಮ ಸಂಬಂಧಗಳನ್ನು ನಿರ್ಮಿಸಲು, ಮತ್ತು ನಾವು ಏಕೆ ವಿಚಿತ್ರ ಕೆಲಸಗಳನ್ನು ಮಾಡುತ್ತೇವೆ ಎಂಬುದನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ನೇರವಾದ ಸಲಹೆಗಳು.
ನೀವು ಕಛೇರಿ ರಾಜಕೀಯ, ಡೇಟಿಂಗ್, ಸ್ನೇಹ ಸಂಬಂಧಗಳನ್ನು ನ್ಯಾವಿಗೇಟ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸುತ್ತಿರಲಿ, ಅಥವಾ ಎಲ್ಲವನ್ನೂ ಅತಿಯಾಗಿ ವಿಶ್ಲೇಷಿಸುವ ನಿಮ್ಮ ತಲೆಯಲ್ಲಿನ ಧ್ವನಿಯನ್ನು ನಿಲ್ಲಿಸಲು ಬಯಸುತ್ತಿರಲಿ, ನಾನು ನಿಮಗೆ ಸಹಾಯ ಮಾಡುತ್ತೇನೆ.
ಮನೋವಿಜ್ಞಾನ ಪದವಿಯ ಅಗತ್ಯವಿಲ್ಲದೆ ಜನರನ್ನು (ನಿಮ್ಮನ್ನು ಸೇರಿ) ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ಸಹಾಯ ಮಾಡುವ ಹೊಸ ವೀಡಿಯೊಗಳು ಪ್ರತಿ ವಾರ. ಸ್ಟಿಕ್ ಫಿಗರ್‌ಗಳು ಜೀವನವನ್ನು ವಿವರಿಸುವುದನ್ನು ನೋಡುತ್ತಾ ನಿಮ್ಮ ಸಾಮಾಜಿಕ ಕೌಶಲ್ಯಗಳನ್ನು ಹೆಚ್ಚಿಸಲು ಸಿದ್ಧರಾಗಿದ್ದರೆ ಸಬ್‌ಸ್ಕ್ರೈಬ್ ಮಾಡಿ!"
UC7IZjtoKFmgE4f2UnWBUjaA,ko_KR,제이미 소셜,"사회적인 일들이 필요 이상으로 복잡하게 느껴진 적 있나요? 저도 마찬가지예요!
저는 제이미이고, 이 채널은 막대기 인형을 사용해서 인간관계의 암묵적인 규칙들을 쉽게 설명합니다 (왜 더 복잡하게 만들겠어요?).
전문용어나 복잡한 이론은 없어요—그냥 어색한 대화를 처리하고, 더 나은 관계를 만들고, 우리가 왜 이상한 행동을 하는지 이해하는 직접적인 팁들만 있습니다.
직장 정치, 연애, 우정을 헤쳐나가려고 하든, 아니면 그냥 머릿속에서 모든 걸 과도하게 분석하는 목소리를 멈추고 싶든, 제가 도와드릴게요.
심리학 학위 없이도 사람들을 (자신 포함해서) 이해하는데 도움이 될 새 영상을 매주 올립니다. 막대기 인형이 인생을 설명하는 걸 보면서 대인관계 스킬을 업그레이드할 준비가 되셨다면 구독하세요!"
UC7IZjtoKFmgE4f2UnWBUjaA,ky_KG,Жейми социалдык,"Коомдук иштер керектүүдөн да татаал сезилген учурлар болобу? Мен да ошондой!
Мен Жеймимин, бул канал адамдардын ортосундагы жазылбаган эрежелерди таякча адамчалар аркылуу түшүндүрөт (эмне үчүн дагы татаалдаштыруу керек?).
Бул жерде эч кандай термин же куурчак теориялар жок — жөн гана ыңгайсыз маектерди чечүү, мамилелерди жакшыртуу жана биз эмне үчүн кызыктуу иштерди кылганыбызды түшүнүү боюнча түз кеңештер.
Кеңседеги саясатты, сүйлөшүүнү, достукту башкарууга аракет кылып жатасызбы же жөн гана башыңыздагы баарын ашыкча талдаган добушту токтотууну кааласаңыз, мен жардам берем.
Психология дипломунсуз эле адамдарды (өзүңүздү кошо алганда) түшүнүүгө жардам берген жаңы видеолорду ар жума чыгарабыз. Таякча адамчалар жашоону түшүндүргөндө адамдар менен иштөө көндүмдөрүңүздү жогорулатууга даярсаңыз, жазылыңыз!"
UC7IZjtoKFmgE4f2UnWBUjaA,lo_LA,ເຈມີ ໂຊເຊຍລ,"ເຄີຍຮູ້ສຶກວ່າເລື່ອງສັງຄົມສັບສົນເກີນຄວາມຈຳເປັນບໍ? ຂ້ອຍກໍຄືກັນ!
ຂ້ອຍຊື່ Jamie ແລະຊ່ອງນີ້ອະທິບາຍກົດລະບຽບທີ່ບໍ່ໄດ້ຂຽນໄວ້ທັງໝົດຂອງການມີປະຕິສຳພັນລະຫວ່າງຄົນໂດຍໃຊ້ຮູບແທ່ງໄຜ້ (ເພາະວ່າເປັນຫຍັງຕ້ອງເຮັດໃຫ້ສັບສົນກວ່ານີ້?)
ບໍ່ມີຄຳສັບສະເພາະ ຫຼື ທິດສະດີໜ້ວຍໜັກຢູ່ທີ່ນີ້—ພຽງແຕ່ຄຳແນະນຳກົງໄປກົງມາໃນການຈັດການກັບການສົນທະນາທີ່ອຶດອັດ ສ້າງຄວາມສຳພັນທີ່ດີກວ່າ ແລະ ເຂົ້າໃຈວ່າເປັນຫຍັງເຮົາຈຶ່ງເຮັດສິ່ງແປກໆ
ບໍ່ວ່າທ່ານຈະພະຍາຍາມແກ້ໄຂການເມືອງໃນຫ້ອງການ ການຫາຄູ່ ມິດຕະພາບ ຫຼື ພຽງແຕ່ຢາກໃຫ້ສຽງໃນຫົວທີ່ວິເຄາະເກີນໄປຢຸດ ຂ້ອຍມີໃຫ້ທ່ານ
ວິດີໂອໃໝ່ທຸກອາທິດທີ່ຈະຊ່ວຍໃຫ້ທ່ານເຂົ້າໃຈຄົນ (ລວມທັງຕົວທ່ານເອງ) ໂດຍບໍ່ຕ້ອງມີປະລິນຍາຈິດຕະວິທະຍາ! ສະໝັກຫາກທ່ານພ້ອມຈະຍົກລະດັບທັກສະການມີປະຕິສຳພັນໃນຂະນະທີ່ເບິ່ງຮູບແທ່ງໄຜ້ອະທິບາຍຊີວິດ!"
UC7IZjtoKFmgE4f2UnWBUjaA,lt_LT,Džeimis Socialus,"Ar kada nors jautėtės, kad socialiniai dalykai daug sudėtingesni nei turėtų būti? Aš irgi!
Aš esu Jamie, ir šis kanalas paaiškina visas tas nerašytas žmonių sąveikos taisykles naudodamas pagaliukų žmogeliukus (kam dar labiau komplikuoti?).
Čia nėra jokio žargono ar pūkuotų teorijų—tik tiesūs patarimai, kaip susidoroti su nepatogiais pokalbiais, kurti geresnius santykius ir suprasti, kodėl darome keistus dalykus.
Nesvarbu, ar bandote navigaciją biuro politikoje, pasimatymuose, draugystėje, ar tiesiog norite sustabdyti tą balsą galvoje, kuris viską per daug analizuoja—aš jums padėsiu.
Nauji vaizdo įrašai kiekvieną savaitę, kurie padės jums suprasti žmones (įskaitant save) be psichologijos diplomo. Prenumeruokite, jei esate pasirengę pagerinti savo bendravimo įgūdžius žiūrėdami, kaip pagaliukų žmogeliukai paaiškina gyvenimą!"
UC7IZjtoKFmgE4f2UnWBUjaA,lv_LV,Džeimijs Sociāls,"Vai jums kādreiz ir likies, ka sociālās lietas ir daudz sarežģītākas nekā vajadzētu? Man arī!
Es esmu Džeimijs, un šis kanāls izskaidro visus tos nerakstītos cilvēku mijiedarbības noteikumus, izmantojot nūjiņu figūriņas (kāpēc to vēl vairāk sarežģīt?).
Te nav nekāda žargona vai pūkainu teoriju—tikai tiešas padomas, kā tikt galā ar neveiklām sarunām, veidot labākas attiecības un saprast, kāpēc mēs darām dīvainas lietas.
Vai nu cenšaties orientēties biroja politikā, randēšanā, draudzībā, vai vienkārši vēlaties apklusināt to balsi galvā, kas visu pārlieku analizē—es jums palīdzēšu.
Jauni video katru nedēļu, kas palīdzēs jums saprast cilvēkus (ieskaitot sevi) bez psiholoģijas grāda. Abonējiet, ja esat gatavi uzlabot savas sociālās prasmes, vērojot, kā nūjiņu figūriņas izskaidro dzīvi!"
UC7IZjtoKFmgE4f2UnWBUjaA,mk_MK,Džejmi Socijalen,"Дали некогаш чувствувате дека социјалните работи се многу покомплицирани отколку што треба да бидат? И јас исто!
Јас сум Џејми, и овој канал ги објаснува сите тие ненапишани правила на човечката интеракција користејќи стапчести фигури (зошто да ги комплицираме работите уште повеќе?).
Тука нема жаргон или меки теории—само директни совети за справување со незгодни разговори, градење подобри односи и разбирање зошто правиме чудни работи.
Без разлика дали се обидувате да навигирате низ канцелариската политика, забавувањето, пријателствата, или само сакате да го сопрете тој глас во главата што сè преанализира, јас сум тука за вас.
Нови видеа секоја недела што ќе ви помогнат да ги разберете луѓето (вклучувајќи се и себе) без да имате диплома по психологија. Претплатете се ако сте спремни да ги подобрите вашите социјални вештини додека гледате стапчести фигури што го објаснуваат животот!"
UC7IZjtoKFmgE4f2UnWBUjaA,ml_IN,ജെയിമി സോഷ്യൽ,"സാമൂഹിക കാര്യങ്ങൾ ആവശ്യത്തിലും കൂടുതൽ സങ്കീർണ്ണമായി തോന്നിയിട്ടുണ്ടോ? എനിക്കും അങ്ങനെ തന്നെ!
ഞാൻ ജെയിമിയാണ്, ഈ ചാനൽ മനുഷ്യ ഇടപെടലുകളുടെ എഴുതപ്പെടാത്ത നിയമങ്ങളെല്ലാം വടി രൂപങ്ങൾ ഉപയോഗിച്ച് വിശദീകരിക്കുന്നു (എന്തിന് കൂടുതൽ സങ്കീർണ്ണമാക്കണം?).
ഇവിടെ പ്രത്യേക പദങ്ങളോ മയമുള്ള സിദ്ധാന്തങ്ങളോ ഇല്ല—വിചിത്രമായ സംഭാഷണങ്ങൾ കൈകാര്യം ചെയ്യുന്നതിനും മികച്ച ബന്ധങ്ങൾ വളർത്തുന്നതിനും നമ്മൾ എന്തിന് വിചിത്രമായ കാര്യങ്ങൾ ചെയ്യുന്നുവെന്ന് മനസ്സിലാക്കുന്നതിനുമുള്ള നേരിട്ടുള്ള നുറുങ്ങുകൾ മാത്രം.
ഓഫീസ് രാഷ്ട്രീയം, ഡേറ്റിംഗ്, സൗഹൃദം എന്നിവയിൽ നാവിഗേറ്റ് ചെയ്യാൻ ശ്രമിക്കുകയാണോ അതോ തലയിൽ എല്ലാം അമിതമായി വിശകലനം ചെയ്യുന്ന ശബ്ദം നിർത്താൻ ആഗ്രഹിക്കുന്നുവോ, ഞാൻ നിങ്ങളെ സഹായിക്കും.
സൈക്കോളജി ബിരുദം ഇല്ലാതെ തന്നെ ആളുകളെ (നിങ്ങളുൾപ്പെടെ) മനസ്സിലാക്കാൻ സഹായിക്കുന്ന പുതിയ വീഡിയോകൾ ഓരോ ആഴ്ചയും! വടി രൂപങ്ങൾ ജീവിതം വിശദീകരിക്കുന്നത് കാണുമ്പോൾ നിങ്ങളുടെ ആളുകളുമായുള്ള കഴിവുകൾ മെച്ചപ്പെടുത്താൻ തയ്യാറാണെങ്കിൽ സബ്‌സ്‌ക്രൈബ് ചെയ്യൂ!"
UC7IZjtoKFmgE4f2UnWBUjaA,mn_MN,Жэйми Сошиал,"Нийгмийн асуудлууд шаардлагатайгаасаа илүү төвөгтэй санагддаг уу? Би ч мөн адил!
Би Жэйми, энэ суваг нь хүний харилцааны бичигдээгүй дүрмүүдийг саваа зургаар тайлбарладаг (яагаад дахиад төвөгтэй болгох хэрэгтэй гэж?).
Энд ямар ч тухайн салбарын хэл эсвэл дэмий онол байхгүй—зөвхөн тааламжгүй яриаг даван туулах, сайн харилцаа тогтоох, бид яагаад хачирхалтай зүйл хийдгийг ойлгоход туслах шууд зөвлөгөө.
Та албан газрын улс төр, болзоо, найз нөхөрлөлд замаа олохыг хичээж байгаа эсвэл толгойд байгаа бүх зүйлийг хэт их дүн шинжилгээ хийдэг дуу хоолойг зогсоохыг хүсэж байгаа эсэх нь хамаагүй, би танд туслах болно.
Сайн бүр шинэ видео гарч, танд сэтгэл зүйн зэрэг авах шаардлагагүйгээр хүмүүсийг (өөрийгөө багтаасан) ойлгоход тусална. Саваа зургийг амьдралыг тайлбарлахыг үзэн хүний харилцааны ур чадвараа дээшлүүлэхэд бэлэн бол захиалаарай!"
